title,sponsor,status,date,url,source,category,summary,created_at
"The Agriculture And Food Authority ( Amendment ) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/The%20Agriculture%20and%20Food%20Authority%20%28Amendment%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Agriculture And Food Authority ( Amendment ) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.128986
"The Equalisation Fund ( Administration ) Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/The%20Equalisation%20Fund%20%28Administration%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Equalisation Fund ( Administration ) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.130090
"The Prevention Of Livestock And Produce Theft Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/The%20Prevention%20of%20Livestock%20and%20Produce%20Theft%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Prevention Of Livestock And Produce Theft Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.131123
"The Kenya Citizenship And Immigration ( Amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Kenya%20Citizenship%20and%20Immigration%20%28Amendment%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Kenya Citizenship And Immigration ( Amendment) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.132199
"The County Boundaries Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20County%20Boundaries%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Boundaries Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.133280
"The Coffee Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Coffee%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Coffee Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.133835
"The Kenyan Sign Language Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Kenyan%20Sign%20Language%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Kenyan Sign Language Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.134916
"The Heritage And Museums Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Heritage%20and%20Museums%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Heritage And Museums Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.135441
"The Cotton Industry Development Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Cotton%20Industry%20Development%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Cotton Industry Development Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.136516
"The Tea ( Amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Tea%20%28Amendment%29%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Tea ( Amendment) Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:12.137579
"The Prompt Payment Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Prompt%20Payment%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Prompt Payment Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:12.138116
"The Office Of The County Printer Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Office%20of%20the%20County%20Printer%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Office Of The County Printer Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:12.138671
"The Konza Technopolis Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Konza%20Technopolis%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Konza Technopolis Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:17.798030
"The Employment ( Amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Employment%20%28Amendment%29%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Employment ( Amendment) Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.799965
"The County Licensing ( Uniform Procedures) Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20County%20Licensing%20%28Uniform%20Procedures%29%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Licensing ( Uniform Procedures) Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.801456
"The Equalization Fund Appropriation Bill, 2023",National Assembly,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Equalization%20Fund%20Appropriation%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Equalization Fund Appropriation Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:17.802576
"The Learners With Disabilities Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Learners%20with%20Disabilities%20Bill%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: The Learners With Disabilities Bill, 2023. Source: Senate Bills.",2026-02-11T00:07:17.805628
"The Mung Beans Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Mung%20Beans%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Mung Beans Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.807191
"The Agricultural And Livestock Extension Services Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Agricultural%20%26%20Livestock%20Extension%20Services%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Agricultural And Livestock Extension Services Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.810966
"The Startup Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/The%20Startup%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Startup Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.812709
"The Preservation Of Human Dignity And Enforcement Of Economic And Social Rights Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-12/The%20Preservation%20of%20Human%20Dignity%20%26%20Social%20Rights%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Preservation Of Human Dignity And Enforcement Of Economic And Social Rights Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.814271
"The Natural Resources ( Benefit Sharing) Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-12/The%20Natural%20Resources%20%28Benefit%20Sharing%29%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Natural Resources ( Benefit Sharing) Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.815279
"The Parliamentary Powers And Privileges ( Amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-12/The%20Parliamentary%20Powers%20%26%20Privileges%20%28Amendment%29%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Parliamentary Powers And Privileges ( Amendment) Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.816923
"Bills Digest County Vocational Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/Bills%20Digest%20County%20Vocational%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: Bills Digest County Vocational Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.818079
"The County Vocational Education And Training Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/The%20County%20Vocational%20Education%20and%20Training%20Bill%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Vocational Education And Training Bill, 2022. Source: Senate Bills.",2026-02-11T00:07:17.818735
County Governments Additional Allocations ( No.2) Bill,National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/COMBINED%20%28No.%202%29County%20Governments%20Additional%20Allocations%20Bill%202022%20to%20GP.pdf,Senate Bills,Legislative,Bill before Parliament: County Governments Additional Allocations ( No.2) Bill. Source: Senate Bills.,2026-02-11T00:07:17.819755
